event_id,country_id,provstate,city,crit1,crit2,crit3,doubtterr,alternative_id,multiple,success,suicide,nkill,nkillus,nkillter
202001010001,141,Bagmati,Jurethum,1,1,1,0,0,0,1,0,0,0,0
202001010002,141,Karnali,Pipira,1,1,1,0,0,0,0,0,0,0,0
202001010003,200,Raqqah,Suluk,1,1,1,0,0,0,1,0,3,0,0
202001010005,4,Farah,Farah,1,1,1,0,0,0,1,0,3,0,0
202001010006,19,Dhaka,Dhaka,1,1,1,0,0,0,1,0,0,0,0
202001010010,153,Khyber Pakhtunkhwa,Mir Ali,1,1,0,1,1,0,1,0,1,0,0
202001010011,153,Khyber Pakhtunkhwa,Ghaki,1,1,1,0,0,0,0,0,0,0,0
202001010015,37,South-West,Muyuka,1,1,1,0,0,0,1,0,0,0,0
202001010016,76,North East,Gbintri,1,1,1,0,0,0,1,0,1,0,0
202001010019,4,Helmand,Punjab Qala,1,1,1,0,0,0,1,0,13,0,0
202001010022,123,Gao,Gao,1,1,1,0,0,0,1,0,0,0,0
202001010025,603,Northern Ireland,Carrickfergus,0,1,1,1,2,0,1,0,1,0,0
202001020001,104,Lamu,Nyangoro,1,1,1,0,0,0,1,0,3,0,0
202001020002,4,Helmand,Lashkar Gah,1,1,1,0,0,0,1,0,1,0,0
202001020004,4,Herat,Saq-dan,1,1,1,0,0,0,1,0,1,0,0
202001020005,65,Oromia,Bengua,1,1,1,0,0,0,1,0,1,0,0
202001020006,155,West Bank,Alon Shvut,1,1,0,1,1,0,0,0,0,0,0
202001020007,147,Adamawa,Bazza,1,1,1,0,0,1,1,0,6,0,5
202001020008,147,Adamawa,Kwuapale,1,1,1,0,0,1,1,0,5,0,5
202001020009,147,Adamawa,Kwuapa,1,1,1,0,0,1,1,0,5,0,5
202001020012,228,Taizz,Taizz,1,1,1,0,0,0,0,0,0,0,0
202001020013,92,Jharkhand,Keredari,1,1,1,0,0,0,1,0,0,0,0
202001020014,95,Diyala,Agha Jan,1,1,1,0,0,0,1,0,1,0,0
202001020016,160,Laguna,San Vicente,1,1,1,0,0,0,1,0,1,0,0
202001020017,95,Diyala,Abu Sayda,0,1,1,1,2,0,1,0,3,0,0
202001020019,4,Samangan,Dara-i-Sufi Payin district,1,1,0,1,1,0,1,0,11,0,5
202001020020,182,Lower Shebelle,Buufow,1,1,1,0,0,0,1,0,0,0,0
202001020024,60,North Sinai,Jaal,1,1,1,0,0,0,1,0,1,0,0
202001030001,69,Ile-de-France,Villejuif,1,1,1,0,0,0,1,1,2,0,1
202001030002,4,Kunduz,Qahwa Khana,1,1,1,0,0,0,1,0,8,0,8
202001030003,147,Borno,Bila Amboldar,1,1,1,0,0,0,1,0,3,0,0
202001030005,147,Kogi,Tawari,1,1,1,0,0,0,1,0,29,0,0
202001030006,217,Delaware,Newark,1,1,1,0,0,0,1,0,0,0,0
202001030007,43,Santiago Metropolitan,Santiago,1,1,1,0,0,0,1,0,0,0,0
202001030008,92,Odisha,Budurumaha,1,1,1,0,0,0,1,0,1,0,0
202001030009,43,Araucania,Collipulli,1,1,1,0,0,0,1,0,0,0,0
202001030011,104,Tana River,Kilengwani,1,1,1,0,0,0,1,0,0,0,0
202001030012,228,Ibb,Ghalak,1,1,1,0,0,0,1,0,2,0,0
202001030015,4,Badghis,Na-khod-Amodah village,1,1,1,0,0,0,1,0,1,0,0
202001030016,182,Hiiraan,Buqda,1,1,1,0,0,0,1,0,3,0,0
202001030018,200,Aleppo,Jarabulus,1,1,1,0,0,0,1,0,1,0,0
202001040001,33,Boucle du Mouhoun,Dagale,1,1,1,0,0,0,1,0,14,0,0
202001040002,4,Balkh,Mazari Sharif,1,1,1,0,0,0,1,0,1,0,0
202001040003,147,Borno,Jakana,1,1,0,1,1,0,1,0,10,0,6
202001040004,92,Jammu and Kashmir,Srinagar,1,1,1,0,0,0,1,0,0,0,0
202001040005,160,Bukidnon,Canangaan,1,1,1,0,0,0,1,0,1,0,0
202001040006,603,Northern Ireland,Belfast,1,1,1,0,0,0,1,0,0,0,0
202001040007,95,Baghdad,Baghdad,1,1,1,0,0,0,1,0,1,0,0
202001040008,45,Cauca,Mondomo,1,1,1,0,0,0,1,0,0,0,0
202001040010,95,Baghdad,Baghdad,1,1,1,0,0,1,1,0,0,0,0
202001040011,95,Baghdad,Baghdad,1,1,1,0,0,1,1,0,0,0,0
202001040012,95,Saladin,Yathrib,1,1,0,1,1,1,1,0,0,0,0
202001040013,4,Nimroz,Khash Rod district,1,1,1,0,0,0,1,0,2,0,0
202001040014,200,Homs,Sukhnah,1,1,0,1,1,0,1,0,10,0,0
202001040015,95,Baghdad,Baghdad,1,1,0,1,1,0,1,0,1,0,0
202001050002,104,Lamu,Jipe,1,1,0,1,1,0,1,0,7,3,4
202001050005,75,North Rhine-Westphalia,Gelsenkirchen,1,1,1,1,4,0,0,0,1,0,1
202001050006,69,Grand-Est,Metz,1,1,1,0,0,0,0,0,0,0,0
202001050007,153,Khyber Pakhtunkhwa,Chamkani,1,1,1,0,0,0,1,0,1,0,0
202001050008,4,Kunduz,Kunduz,1,1,1,0,0,0,1,0,5,0,4
202001050009,92,Delhi,New Delhi,1,1,1,0,0,0,1,0,0,0,0
202001050010,228,Taizz,Taizz,1,1,1,0,0,0,0,0,0,0,0
202001050011,4,Kandahar,Shargha,1,1,0,1,1,0,1,0,10,0,9
202001050012,182,Mudug,Galkayo,1,1,1,0,0,0,1,0,0,0,0
202001050015,138,Rakhine,Kyauktaw,1,1,0,1,4,0,1,0,0,0,0
202001050016,19,Dhaka,Dhaka,1,1,1,0,0,1,1,0,0,0,0
202001050017,19,Dhaka,Dhaka,1,1,1,0,0,1,1,0,0,0,0
202001050018,160,North Cotabato,Fort Pikit,1,1,1,0,0,0,1,0,0,0,0
202001050019,153,Khyber Pakhtunkhwa,Salarzai,1,1,0,1,1,0,1,0,0,0,0
202001050021,19,Dhaka,Dhaka,1,1,1,0,0,0,1,0,0,0,0
202001050022,200,Raqqah,Sabkhah,1,1,1,0,0,0,1,0,14,0,0
202001050026,97,Jerusalem,Abu Ghosh,1,1,1,0,0,0,0,0,0,0,0
202001050028,4,Helmand,Bolan,1,1,1,0,0,0,0,0,1,0,0
202001050033,95,Baghdad,Baghdad,1,1,1,0,0,1,1,0,0,0,0
202001050034,95,Baghdad,Baghdad,1,1,1,0,0,1,1,0,0,0,0
202001050035,37,North-West,Mankwi,1,1,1,0,0,0,1,0,0,0,0
202001050036,44,Hong Kong,Hong Kong,1,1,1,0,0,0,1,0,0,0,0
202001060004,78,Attica,Athens,1,1,1,0,0,0,1,0,0,0,0
202001060007,147,Borno,Gamboru,1,1,1,0,0,0,1,0,30,0,0
202001060008,37,North-West,Babessi,1,1,1,0,0,0,1,0,0,0,0
202001060009,44,Hong Kong,Hong Kong,1,1,1,0,0,0,1,0,0,0,0
202001060014,147,Borno,Kundori,1,1,1,0,0,0,1,0,3,0,0
202001060016,95,Diyala,Mandali,1,1,1,0,0,0,1,0,0,0,0
202001060018,147,Taraba,Shamaki,1,1,1,0,0,0,1,0,2,0,0
202001060019,45,Cauca,El Palo,1,1,1,0,0,0,1,0,0,0,0
202001060021,95,Dhi Qar,Nasiriyah,1,1,1,0,0,0,1,0,0,0,0
202001070001,153,Balochistan,Quetta,1,1,1,0,0,0,1,0,2,0,0
202001070002,147,Borno,Monguno,1,1,1,0,0,0,1,1,9,0,1
202001070004,228,Ad Dali,Mara'is,1,1,0,1,1,0,1,0,9,0,0
202001070006,104,Garissa,Saretho,1,1,1,0,0,0,1,0,6,0,2
202001070007,160,Sultan Kudarat,Belumin,1,1,1,0,0,0,1,0,1,0,0
202001070009,138,Rakhine,Hteik Htoo Pauk,1,1,1,1,5,0,1,0,4,0,0
202001070011,153,Punjab,Rawalpindi,1,1,1,0,0,0,1,0,3,0,1
202001070013,200,Deir ez-Zor,Subaykhan,1,1,0,1,1,0,1,0,7,0,0
202001070014,200,Deir ez-Zor,Albu Kamal,1,1,0,1,1,0,1,0,0,0,0
202001070015,37,Extreme-North,Guedjele,1,1,1,0,0,0,1,0,1,0,0
202001070016,4,Faryab,Chaghatoi,1,1,1,0,0,0,1,0,3,0,0
202001070018,45,Putumayo,La Estrella,1,1,1,0,0,0,1,0,2,0,0
202001070020,45,Bolivar,Buenavista,1,1,1,0,0,0,1,0,0,0,0
202001070021,95,Dhi Qar,Souq Al-Shuyukh,1,1,1,0,0,0,1,0,0,0,0
202001070022,95,Dhi Qar,Nasiriyah,1,1,1,0,0,0,1,0,0,0,0
202001070023,37,North-West,Misaje,1,1,1,0,0,0,1,0,0,0,0
202001080002,92,Jammu and Kashmir,Hazratbal,1,1,1,0,0,0,1,0,0,0,0
202001080003,182,Banaadir,Mogadishu,1,1,1,0,0,0,1,1,6,0,1
202001080004,160,Agusan del Sur,Libertad,1,1,1,0,0,0,1,0,0,0,0
202001080005,200,Al Hasakah,Al-Arbain,1,1,0,1,1,0,1,0,4,0,0
202001080006,92,Tamil Nadu,Padanthalumoodu,1,1,1,0,0,0,1,0,1,0,0
202001080009,92,Manipur,Imphal,1,1,1,0,0,0,0,0,0,0,0
202001080010,33,Centre,Ouagadougou,1,1,1,0,0,0,1,0,0,0,0
202001080011,147,Delta,Ogoni,1,1,1,0,0,0,1,0,1,0,0
202001080012,95,Baghdad,Baghdad,1,1,1,0,0,0,1,0,0,0,0
202001080013,96,Carlow,Tullowland,1,1,1,0,0,0,0,0,0,0,0
202001080017,4,Herat,Herat,1,1,0,1,1,0,1,0,1,0,0
202001080018,153,Khyber Pakhtunkhwa,Gambila,1,1,0,1,1,0,1,0,1,0,0
202001090002,1003,Mitrovica,Leposavic,1,1,1,0,0,0,1,0,0,0,0
202001090003,146,Tillaberi,Chinagodrar,1,1,0,1,1,0,1,0,166,0,77
202001090004,603,Northern Ireland,Ballymena,1,1,1,0,0,0,1,0,0,0,0
202001090005,123,Kidal,Tessalit,1,1,0,1,1,0,1,0,0,0,0
202001090006,160,Bohol,Alburquerque,1,1,1,0,0,0,1,0,1,0,0
202001090007,107,Bishkek,Bishkek,1,1,1,0,0,0,1,0,0,0,0
202001090009,603,England,March,1,1,1,0,0,0,1,1,0,0,0
202001090011,95,Basra,Basra,1,1,1,0,0,0,1,0,0,0,0
202001090013,147,Plateau,Kulben,1,1,1,0,0,0,1,0,12,0,0
202001090014,95,Saladin,Yathrib,1,1,0,1,1,0,1,0,0,0,0
202001090015,45,Cauca,Argelia,1,1,1,0,0,0,1,0,0,0,0
202001090016,160,Quezon,Tiaong district,1,1,1,0,0,0,1,0,3,0,0
202001090017,160,Pangasinan,Dagupan,1,1,1,0,0,0,1,0,1,0,0
202001090020,182,Banaadir,Mogadishu,1,1,1,0,0,0,1,0,1,0,0
202001090021,95,Diyala,Baqubah,1,1,1,0,0,0,1,0,0,0,0
202001090023,123,Mopti,Dialloube,1,1,1,0,0,0,1,0,2,0,0
202001090024,137,Cabo Delgado,Mumu,1,1,1,0,0,1,0,0,0,0,0
202001090025,137,Cabo Delgado,Ilala,1,1,1,0,0,1,1,0,0,0,0
202001090026,123,Timbuktu,Acharane,1,1,0,1,1,0,1,0,2,0,0
202001090030,147,Plateau,Jing,1,1,1,0,0,0,1,0,1,0,0
202001100001,153,Balochistan,Quetta,1,0,1,1,3,0,1,1,16,0,1
202001100002,160,Zamboanga del Norte,Santa Maria,1,1,1,0,0,0,1,0,3,0,0
202001100004,92,Chhattisgarh,Narayanpur district,1,1,1,0,0,0,1,0,0,0,0
202001100007,45,Casanare,Yopal,1,1,0,1,1,0,1,0,0,0,0
202001100008,45,Arauca,Tame,1,1,0,1,1,0,1,0,0,0,0
202001100009,104,Mandera,Mandera district,1,1,1,0,0,1,1,0,0,0,0
202001100010,160,Maguindanao,Cotabato City,1,1,1,0,0,0,1,0,1,0,0
202001100011,228,Al Hudaydah,Hays,1,1,1,0,0,1,0,0,1,0,1
202001100012,228,Al Hudaydah,Hudaydah,1,1,1,0,0,1,0,0,0,0,0
202001100013,95,Basra,Basra,1,1,1,0,0,0,1,0,2,0,0
202001100014,147,Bayelsa,Bilabiri,1,1,1,0,0,0,1,0,5,0,1
202001100017,137,Cabo Delgado,Magaia,1,1,1,0,0,1,1,0,1,0,0
202001100019,137,Cabo Delgado,Criacao,1,1,1,0,0,1,1,0,4,0,0
202001100020,137,Cabo Delgado,Mungue,1,1,1,0,0,1,1,0,0,0,0
202001100021,137,Cabo Delgado,Chapa,1,1,1,0,0,1,0,0,0,0,0
202001100022,45,Cauca,El Palo,1,1,1,0,0,0,1,0,2,0,0
202001110001,160,Negros Occidental,Bacolod,1,1,1,0,0,0,1,0,1,0,0
202001110002,4,Kandahar,Dand,1,1,0,1,1,0,1,0,2,2,0
202001110005,93,Bengkulu,Padang,1,1,1,0,0,0,0,0,0,0,0
202001110006,141,Gandaki,Mirchulung,1,1,1,0,0,0,1,0,0,0,0
202001110008,182,Banaadir,Mogadishu,1,1,1,0,0,0,1,0,1,0,0
202001110009,95,Karbala,Karbala,1,1,0,1,1,0,1,0,1,0,0
202001110015,45,Narino,Samaniego,1,1,0,1,1,0,1,0,1,0,0
202001110016,123,Mopti,Kassa,1,1,1,0,0,0,1,0,5,0,0
202001110017,160,North Cotabato,Marbel,1,1,1,0,0,0,0,0,1,0,0
202001110018,153,Punjab,Rawalpindi,0,1,1,1,2,0,1,0,1,0,0
202001110020,92,Goa,Dapot,1,1,1,0,0,0,1,0,0,0,0
202001110021,137,Cabo Delgado,Magaia,1,1,1,0,0,0,1,0,0,0,0
202001110022,138,Rakhine,Mrauk-U,1,1,1,0,0,0,1,0,0,0,0
202001110025,95,Baghdad,Baghdad,1,1,1,0,0,0,1,0,0,0,0
202001110026,95,Baghdad,Baghdad,1,1,1,0,0,0,1,0,0,0,0
202001110027,123,Kayes,Diema,1,1,0,1,1,0,1,0,2,0,0
202001120001,104,Mandera,Olla,1,1,1,0,0,1,1,0,0,0,0
202001120002,92,Uttar Pradesh,Muhammadabad,1,1,1,0,0,0,1,0,1,0,0
202001120004,95,Saladin,Yathrib,1,1,0,1,1,0,1,0,0,0,0
202001120005,42,Lac,Ngouboua,1,1,1,0,0,0,1,1,8,0,1
202001120006,200,Aleppo,Aleppo,1,1,1,0,0,0,1,0,3,0,0
202001120007,205,Narathiwat,Rom Sai,1,1,0,1,1,0,1,0,2,0,1
202001120011,37,North-West,Bamenda,1,1,1,0,0,0,1,0,0,0,0
202001120013,195,North Darfur,Jidu 3,1,1,1,0,0,0,1,0,1,0,0
202001120014,195,North Darfur,Fata Burnu,1,1,1,0,0,0,1,0,0,0,0
202001120017,4,Takhar,Nur Khail,1,1,1,0,0,0,1,0,1,0,0
202001120019,45,Narino,Llorente,1,1,1,0,0,0,1,0,0,0,0
202001120020,95,Dhi Qar,Refai,1,1,1,0,0,0,1,0,0,0,0
202001130001,603,Northern Ireland,Antrim,1,1,1,0,0,0,1,0,0,0,0
202001130002,104,Garissa,Kamuthe,1,1,1,0,0,1,1,0,3,0,0
202001130003,104,Garissa,Kamuthe,1,1,1,0,0,1,1,0,0,0,0
202001130004,104,Garissa,Kamuthe,1,1,1,0,0,1,1,0,0,0,0
202001130010,92,Uttar Pradesh,Sarai Inayat,1,1,1,0,0,0,1,0,0,0,0
202001130011,603,Northern Ireland,Bangor,1,1,1,0,0,0,1,0,0,0,0
202001130015,19,Chittagong,Chittagong,1,1,1,0,0,0,1,0,0,0,0
202001130016,92,Kerala,Wayanad district,1,1,1,0,0,0,1,0,0,0,0
202001130017,33,Nord,Solle,1,1,1,0,0,0,1,0,9,0,0
202001130020,147,Edo,Avbiosi,1,1,1,0,0,0,1,0,0,0,0
202001140002,153,Khyber Pakhtunkhwa,Karkhano,1,1,1,0,0,0,1,0,0,0,0
202001140003,141,Province 2,Rajbiraj,1,1,1,0,0,0,0,0,0,0,0
202001140004,147,Borno,Ngulde,1,1,1,0,0,0,0,0,0,0,0
202001140005,95,Saladin,Taji,1,1,0,1,1,0,1,0,0,0,0
202001140006,147,Adamawa,Yola,1,1,1,0,0,0,1,0,1,0,0
202001140007,4,Balkh,Mazari Sharif,1,1,1,0,0,1,1,0,2,0,0
202001140008,4,Balkh,Mazari Sharif,1,1,1,0,0,1,1,0,0,0,0
202001140009,603,Northern Ireland,Belfast,1,1,1,0,0,0,1,0,0,0,0
202001140012,182,Lower Shebelle,Ceelasha Biyaha,1,1,0,1,1,0,1,0,3,0,0
202001140013,147,Borno,Jakana,1,1,1,0,0,0,1,0,1,0,0
202001140019,45,Norte de Santander,Abrego,1,1,1,0,0,0,0,0,0,0,0
202001140020,45,Cauca,Vichiqui,1,1,1,0,0,0,1,0,1,0,0
202001140021,60,North Sinai,Rafah,1,1,0,1,1,0,1,0,1,0,0
202001140022,45,Putumayo,Teteye,1,1,1,0,0,0,1,0,1,0,0
202001140023,200,Deir ez-Zor,Faydat,1,1,1,0,0,1,1,0,0,0,0
202001140025,200,Deir ez-Zor,Ayyash,1,1,1,0,0,0,1,0,7,0,0
202001140026,195,Khartoum,Jabarona,1,1,1,0,0,0,1,0,0,0,0
202001150002,229,North Kivu,Bukokoma,1,1,1,0,0,0,1,0,8,0,0
202001150003,229,Ituri,Irumu,1,1,1,0,0,0,1,0,6,0,0
202001150004,147,Kaduna,Katabu,1,1,1,0,0,0,0,0,7,0,0
202001150005,228,Al Hudaydah,Kubbat al-Sha iniyah,1,1,1,0,0,1,1,0,0,0,0
202001150006,228,Al Hudaydah,Hays,1,1,1,0,0,1,1,0,0,0,0
202001150007,141,Bagmati,Kathmandu,1,1,1,0,0,0,1,0,0,0,0
202001150009,4,Kunduz,Nawabad-e-Andarabiha,1,1,1,0,0,0,1,0,21,0,10
202001150010,4,Takhar,Baharak district,1,1,1,0,0,0,1,0,9,0,7
202001150012,37,North-West,Bamenda,1,1,1,0,0,0,1,0,1,0,0
202001150014,97,Southern,Sderot,1,1,1,0,0,0,1,0,0,0,0
202001150016,75,Saxony-Anhalt,Halle,1,1,1,0,0,0,1,0,0,0,0
202001150017,147,Borno,Auno,1,1,1,0,0,0,1,0,4,0,0
202001150019,228,Taizz,Taizz,1,1,1,0,0,0,1,0,0,0,0
202001150023,222,Capital,Caracas,1,1,1,0,0,1,1,0,0,0,0
202001150026,45,Choco,Tamana,1,1,1,0,0,0,1,0,1,0,0
202001150028,37,North-West,Bamenda,1,1,1,0,0,0,1,0,1,0,0
202001160002,121,Sabah,Kilang Balak Nam Sang,1,1,1,0,0,0,1,0,1,0,0
202001160003,603,Northern Ireland,Crumlin,1,1,1,0,0,0,0,0,0,0,0
202001160004,228,Taizz,Safi,1,1,1,0,0,0,1,0,0,0,0
202001160005,200,Raqqah,Suluk,1,1,0,1,1,0,1,0,3,0,0
202001160006,4,Zabul,Ziarat,1,1,1,0,0,0,1,0,5,0,0
202001160007,160,Maguindanao,Cotabato City,1,1,1,0,0,0,1,0,1,0,0
202001160009,4,Kandahar,Kandahar,1,1,0,1,1,0,1,0,0,0,0
202001160016,95,Al Anbar,Nukhayb,1,1,0,1,1,0,1,0,0,0,0
202001160017,95,Diyala,Khalis district,1,1,1,0,0,0,1,0,0,0,0
202001160018,137,Cabo Delgado,Roma,1,1,1,0,0,0,1,0,3,0,0
202001160019,137,Cabo Delgado,Mocimboa da Praia,1,1,1,0,0,0,1,0,0,0,0
202001160020,195,Blue Nile,Bout,1,1,1,0,0,1,1,0,0,0,0
202001160021,195,Blue Nile,Bout,1,1,1,0,0,1,1,0,0,0,0
202001160022,195,Blue Nile,Bout,1,1,1,0,0,1,1,0,0,0,0
202001160027,95,Saladin,Albu Tiraz,1,1,1,0,0,0,1,0,0,0,0
202001160028,4,Farah,Qala Kah district,1,1,1,0,0,0,1,0,1,0,0
202001160031,45,Norte de Santander,Hacari,1,1,0,1,1,0,1,0,0,0,0
202001160032,229,Ituri,Angolo,1,1,1,0,0,1,1,0,9,0,0
202001160033,229,Ituri,Tokomeka,1,1,1,0,0,1,1,0,0,0,0
202001160035,37,North-West,Babessi,1,1,1,0,0,1,1,0,0,0,0
202001160036,37,North-West,Babessi,1,1,1,0,0,1,1,0,0,0,0
202001160037,92,Meghalaya,Bther,1,1,1,0,0,0,0,0,0,0,0
202001160039,222,Bolivar,El Manteco,1,1,1,0,0,0,1,0,8,0,0
202001170002,33,Sahel,Arbinda,1,1,0,1,1,0,1,0,6,0,0
202001170003,228,Al Hudaydah,Al-Jah Al-Asfal,1,1,1,0,0,0,1,0,1,0,0
202001170004,147,Borno,Firgi,1,1,0,1,1,0,1,0,5,0,4
202001170005,182,Banaadir,Mogadishu,1,1,1,0,0,0,1,0,0,0,0
202001170007,182,Middle Shebelle,Haji Ali,1,1,0,1,1,0,1,0,19,0,15
202001170009,160,Surigao del Norte,Claver,1,1,0,1,1,0,1,0,0,0,0
202001170010,228,Al Hudaydah,Hudaydah,1,1,1,0,0,0,1,0,0,0,0
202001170012,159,Loreto,Santa Rosa,1,1,1,0,0,0,1,0,0,0,0
202001170013,37,Extreme-North,Hidoua-Touru,1,1,0,1,1,1,1,0,0,0,0
202001170014,37,Extreme-North,Hidoua-Touru,1,1,0,1,1,1,1,0,0,0,0
202001170015,37,Extreme-North,Hidoua-Touru,1,1,0,1,1,1,1,0,0,0,0
202001170019,147,Kaduna,Gora Gan,1,1,1,0,0,0,1,0,2,0,0
202001170020,147,Niger,Rumache,1,1,1,0,0,1,1,0,1,0,0
202001170024,45,Cauca,El Jagual,1,1,1,0,0,0,1,0,1,0,0
202001170025,137,Cabo Delgado,Chitunda,1,1,1,0,0,0,1,0,0,0,0
202001170026,33,Centre-Nord,Mognaba,1,1,1,0,0,0,1,0,6,0,0
202001170027,33,Centre-Nord,Rofenega,1,1,1,0,0,0,1,0,20,0,0
202001170028,33,Centre-Nord,Pissila,1,1,1,0,0,0,1,0,7,0,0
202001180001,228,Marib,Marib,1,1,0,1,1,0,1,0,116,0,0
202001180002,155,West Bank,Jerusalem,1,1,0,1,1,0,0,0,0,0,0
202001180003,104,Lamu,Pandanguo,1,1,1,0,0,0,1,0,0,0,0
202001180004,4,Faryab,Khanaqa,1,1,1,0,0,1,1,0,6,0,0
202001180007,182,Lower Shebelle,Afgoye,1,1,1,0,0,0,1,1,5,0,1
202001180010,205,Pattani,Sai Buri district,1,1,1,0,0,0,1,0,1,0,0
202001180011,147,Borno,Ngala,1,1,1,0,0,0,1,1,25,0,4
202001180012,155,West Bank,Hebron,1,1,1,0,0,0,1,0,0,0,0
202001180014,147,Enugu,Ehalumona,1,1,1,0,0,0,1,0,0,0,0
202001180015,137,Cabo Delgado,Manica,1,1,1,0,0,0,1,0,1,0,0
202001180017,45,Antioquia,Guineales,1,1,1,0,0,0,1,0,1,0,0
202001190001,160,Bulacan,Bulihan,1,1,1,0,0,0,1,0,2,0,0
202001190002,4,Faryab,Andkhoy district,1,1,0,1,1,1,0,0,3,0,3
202001190005,173,Najran,Najran,1,1,1,0,0,0,0,0,0,0,0
202001190006,42,Lac,Kaiga Kindjiria,1,1,1,0,0,0,1,1,10,0,1
202001190007,97,Southern,Sderot,1,1,1,0,0,0,1,0,0,0,0
202001190008,147,Yobe,Kalgeri,1,1,1,0,0,0,1,0,0,0,0
202001190009,147,Adamawa,Jereng,1,1,1,0,0,0,1,0,1,0,0
202001190010,4,Kabul,Kabul,1,1,1,0,0,0,1,0,4,0,0
202001190011,182,Lower Shebelle,Merca,1,1,0,1,1,0,1,0,8,0,8
202001190012,78,Attica,Athens,1,1,1,0,0,0,1,0,0,0,0
202001190015,147,Borno,Gajiram,1,1,1,0,0,0,1,0,4,0,0
202001190016,95,Baghdad,Baghdad,1,1,1,0,0,0,1,0,0,0,0
202001190017,95,Baghdad,Baghdad,1,1,1,0,0,0,1,0,0,0,0
202001190018,95,Dhi Qar,Refai district,1,1,1,0,0,0,1,0,0,0,0
202001190020,4,Uruzgan,Tarin Kot,1,1,1,0,0,0,1,0,2,0,0
202001190021,45,Narino,Berlin,1,1,1,0,0,0,1,0,0,0,0
202001200001,92,Jammu and Kashmir,Newa,1,1,1,0,0,0,0,0,0,0,0
202001200002,228,Hadramawt,Shibam,1,1,0,1,1,0,1,0,2,0,0
202001200003,33,Centre-Nord,Nagraogo,1,1,1,0,0,1,1,0,32,0,0
202001200004,33,Centre-Nord,Alamou,1,1,1,0,0,1,1,0,4,0,0
202001200005,95,Baghdad,Baghdad,1,1,1,0,0,0,1,0,0,0,0
202001200010,153,Khyber Pakhtunkhwa,Dag,1,1,1,0,0,0,0,0,0,0,0
202001200011,147,Nasarawa,Abebe,1,1,1,0,0,0,1,0,4,0,0
202001200012,160,Bukidnon,Dominorog,1,1,1,0,0,0,1,0,2,0,0
202001200013,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001200014,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001200015,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001200016,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001200017,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001200018,78,Attica,Fyli,1,1,1,0,0,1,1,0,0,0,0
202001200019,153,Balochistan,Lehri,1,1,1,0,0,0,1,0,0,0,0
202001200022,95,Dhi Qar,Shatrah district,1,1,1,0,0,0,1,0,0,0,0
202001200023,229,Ituri,Djukoth,1,1,0,1,1,1,0,0,6,0,6
202001200024,229,Ituri,Arruda,1,1,0,1,1,1,0,0,6,0,6
202001200026,33,Sahel,Salmossi,1,1,0,1,1,0,0,0,2,0,2
202001200027,137,Sofala,Macorococho,1,1,1,0,0,0,1,0,4,0,0
202001200029,217,Florida,Orlando,1,1,1,0,0,0,1,0,1,1,0
202001210001,97,Southern,Kissufim,1,1,0,1,1,0,1,0,3,0,3
202001210002,4,Badakhshan,Pul-e-Sangani,1,1,1,0,0,0,1,0,6,0,4
202001210007,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001210009,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001210010,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001210011,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001210012,78,Attica,Aspropyrgos,1,1,1,0,0,1,1,0,0,0,0
202001210015,123,Mopti,Douentza district,1,1,0,1,1,0,1,0,2,0,0
202001210017,95,Basra,Basra,1,1,1,0,0,0,1,0,1,0,0
202001210020,160,Catanduanes,Datag,1,1,1,0,0,0,0,0,0,0,0
202001210021,45,Arauca,Betoyes,1,1,1,0,0,0,1,0,0,0,0
202001210024,95,Nineveh,Mosul,1,1,1,0,0,0,1,0,0,0,0
202001210025,229,Ituri,Byakato,1,1,1,0,0,0,1,0,0,0,0
202001210026,4,Kandahar,Kandahar,1,1,1,0,0,0,1,0,1,0,0
202001210027,229,North Kivu,Kakondo,1,1,0,1,1,0,1,0,2,0,0
202001210028,182,Bari,Bosaso,1,1,1,0,0,0,1,0,1,0,0
202001210029,153,Khyber Pakhtunkhwa,Dara,1,1,1,0,0,1,1,0,1,0,0
202001210030,153,Khyber Pakhtunkhwa,Dara,1,1,1,0,0,1,1,0,0,0,0
202001210031,195,Khartoum,Jabarona,1,1,1,0,0,0,1,0,0,0,0
202001220001,182,Middle Shebelle,Buurane,1,1,0,1,1,0,1,0,1,0,0
202001220002,147,Oyo,Ibadan,1,1,1,0,0,0,1,0,1,0,0
202001220003,603,Northern Ireland,Ahoghill,1,1,1,0,0,0,1,0,0,0,0
202001220004,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001220005,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001220006,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001220007,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202001220008,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
