event_id,target_type_id,target_subtype_id,nationality_id
202004180013,14,67,95
202004180014,14,67,95
202004180015,4,34,95
202004180017,14,77,153
202004180022,14,76,4
202004180023,14,76,4
202004180024,15,85,147
202004180024,14,67,147
202004180025,14,67,160
202004180025,4,34,160
202004180026,16,90,142
202004180027,1,12,92
202004180028,16,90,21
202004180030,14,77,147
202004180030,14,67,147
202004180032,4,34,42
202004180033,4,35,95
202004180038,14,67,200
202004190006,3,25,92
202004190007,14,73,4
202004190009,4,27,422
202004190009,7,47,422
202004190011,3,25,92
202004190016,4,34,160
202004190017,19,103,4
202004190018,2,18,228
202004190021,16,88,68
202004190022,14,76,147
202004190022,14,67,147
202004190023,14,113,92
202004190025,17,94,200
202004190026,14,67,147
202004190039,14,82,45
202004200007,4,36,153
202004200008,4,35,182
202004200008,14,67,182
202004200013,4,35,95
202004200015,3,25,95
202004200017,4,34,4
202004200018,3,25,95
202004200020,14,67,4
202004200021,4,34,123
202004200022,14,72,147
202004200023,14,67,147
202004200024,14,67,147
202004200025,7,47,422
202004200026,14,67,4
202004200027,3,25,92
202004200028,3,25,44
202004200029,4,35,182
202004200030,4,27,422
202004200033,4,27,97
202004200034,14,75,147
202004200035,14,67,37
202004200037,4,36,45
202004200042,15,86,214
202004210001,14,75,123
202004210003,3,23,4
202004210004,3,25,92
202004210006,2,15,4
202004210008,4,36,95
202004210009,4,29,95
202004210010,4,29,95
202004210011,14,67,95
202004210012,3,25,95
202004210013,14,77,160
202004210015,4,35,153
202004210017,14,67,4
202004210018,4,35,147
202004210019,4,29,160
202004210020,2,15,209
202004210021,4,35,4
202004210022,1,6,138
202004210023,14,68,147
202004210024,14,75,195
202004210025,2,15,160
202004220004,3,22,4
202004220007,14,67,60
202004220013,14,73,4
202004220014,4,29,95
202004220017,4,34,160
202004220019,3,25,155
202004220021,4,36,228
202004220022,16,90,142
202004220023,16,90,96
202004220024,1,9,147
202004220030,1,12,43
202004220032,14,83,45
202004230003,4,36,4
202004230005,14,75,95
202004230007,4,27,422
202004230009,2,18,33
202004230011,14,73,153
202004230018,7,45,217
202004230021,4,35,69
202004230022,15,86,75
202004240002,3,22,4
202004240003,3,25,92
202004240004,3,22,92
202004240005,14,75,95
202004240007,3,25,92
202004240008,17,94,138
202004240009,14,73,229
202004240009,3,25,229
202004240010,15,87,217
202004240011,14,75,229
202004240012,3,23,160
202004240012,2,18,160
202004240013,16,90,142
202004240014,16,90,142
202004240015,16,92,603
202004240016,4,34,160
202004240017,4,29,160
202004240018,2,15,147
202004240018,3,25,147
202004240023,3,22,4
202004240024,2,18,130
202004240026,14,77,60
202004240027,2,15,45
202004250002,14,76,4
202004250004,14,75,95
202004250005,3,25,95
202004250009,14,76,4
202004250010,14,76,4
202004250011,14,67,4
202004250012,14,67,4
202004250013,14,67,4
202004250014,4,34,228
202004250015,16,90,142
202004250016,14,72,147
202004250020,16,92,603
202004250021,4,34,153
202004250022,1,3,110
202004260001,3,22,4
202004260001,3,23,4
202004260002,3,22,4
202004260006,21,107,4
202004260007,4,27,422
202004260007,7,47,422
202004260007,14,67,182
202004260010,14,77,182
202004260011,15,87,214
202004260014,14,67,45
202004260015,4,29,92
202004260016,2,15,95
202004260017,2,15,147
202004260017,2,18,147
202004260017,14,68,147
202004260018,3,25,4
202004260019,17,94,200
202004260020,14,73,229
202004260023,14,67,229
202004260023,4,34,229
202004270002,4,35,4
202004270004,2,20,4
202004270005,3,22,4
202004270008,3,25,4
202004270011,4,34,4
202004270013,3,25,95
202004270013,21,107,95
202004270014,4,39,160
202004270018,16,90,53
202004270020,16,90,142
202004270021,14,76,153
202004270023,1,12,153
202004270025,1,7,75
202004280002,14,67,200
202004280003,14,75,200
202004280004,3,25,182
202004280007,21,107,95
202004280008,21,107,95
202004280009,21,107,95
202004280010,21,107,95
202004280011,2,20,95
202004280011,3,25,95
202004280012,14,75,95
202004280013,14,67,97
202004280015,16,88,142
202004280016,16,90,144
202004280020,10,54,30
202004290004,4,34,4
202004290004,14,67,4
202004290006,4,34,4
202004290013,3,25,92
202004290014,4,27,4
202004290015,3,24,92
202004290023,1,7,95
202004290024,2,21,95
202004290025,3,25,92
202004290026,14,67,4
202004290027,3,23,160
202004290028,16,90,142
202004290030,3,25,182
202004290030,14,67,182
202004290031,2,15,45
202004290032,1,13,214
202004290040,7,47,422
202004290041,8,49,33
202004290042,8,49,33
202004300001,2,14,4
202004300006,2,20,4
202004300007,14,73,4
202004300010,4,29,60
202004300013,21,107,95
202004300014,4,35,200
202004300015,4,34,4
202004300016,4,34,160
202004300016,14,67,160
202004300017,14,67,41
202004300017,7,47,422
202004300018,3,25,95
202004300019,14,67,160
202004300020,4,29,160
202004300021,17,93,19
202004300022,3,25,95
202004300024,1,7,138
202005010006,16,90,38
202005010007,16,90,142
202005010008,4,35,228
202005010009,14,67,4
202005010010,1,7,183
202005010018,2,18,160
202005010018,4,34,160
202005010018,3,25,160
202005010022,14,83,153
202005010023,14,68,160
202005010024,15,86,228
202005010024,17,93,228
202005020001,3,25,4
202005020002,1,7,4
202005020002,3,25,4
202005020004,3,26,4
202005020004,14,67,4
202005020005,16,90,167
202005020006,3,25,92
202005020007,4,29,95
202005020008,3,24,95
202005020008,14,67,95
202005020011,4,39,95
202005020013,4,39,95
202005020014,2,18,4
202005020017,3,22,95
202005020019,3,25,4
202005020020,1,10,229
202005020020,4,34,229
202005020021,4,27,229
202005020022,17,94,200
202005020022,14,65,200
202005020027,2,15,183
202005020030,19,103,92
202005020042,2,21,69
202005030001,2,20,4
202005030003,19,100,153
202005030005,4,36,95
202005030006,21,107,4
202005030009,4,27,146
202005030010,14,75,95
202005030013,4,34,95
202005030023,1,9,43
202005030025,14,75,214
202005030026,4,27,4
202005030030,4,29,92
202005030031,10,54,4
202005030032,4,34,160
202005030036,3,22,160
202005030037,1,1,45
202005030038,2,17,222
202005040001,4,27,4
202005040002,16,90,142
202005040003,16,90,142
202005040004,16,90,38
202005040005,16,90,38
202005040007,15,86,4
202005040008,3,22,4
202005040011,2,18,4
202005040012,21,107,4
202005040013,21,107,4
202005040014,3,23,92
202005040014,14,67,92
202005040017,3,22,92
202005040019,4,36,95
202005040020,4,29,95
202005040021,4,34,69
202005040022,4,34,4
202005040023,4,34,209
202005040024,14,72,95
202005040027,1,10,160
202005040029,3,23,69
202005040030,3,25,200
202005040032,14,77,92
202005040033,15,86,95
202005040033,4,39,95
202005040035,21,107,95
202005040036,21,107,95
202005040037,21,107,95
202005040041,21,108,45
202005040042,21,108,45
202005040043,21,108,45
202005040044,21,108,45
202005050001,3,23,4
202005050002,16,90,38
202005050003,15,86,153
202005050007,2,18,4
202005050010,4,29,95
202005050011,4,34,95
202005050013,3,24,182
202005050014,14,67,4
202005050016,19,99,137
202005050017,10,54,160
202005050022,3,25,92
202005050022,14,67,92
202005050024,14,75,229
202005050025,4,27,123
202005050025,14,67,123
202005050028,21,108,45
202005050029,21,108,45
202005050030,21,108,45
202005050032,2,21,228
202005060001,2,20,4
202005060002,4,35,95
202005060003,4,27,95
202005060011,15,85,147
202005060013,17,94,147
202005060015,2,18,4
202005070001,3,25,4
202005070002,16,90,38
202005070003,16,90,38
202005070005,21,107,95
202005070006,2,21,95
202005070008,4,36,153
202005070009,1,6,153
202005070011,3,25,95
202005070013,2,20,182
202005070014,14,68,182
202005070016,21,107,4
202005070016,3,25,4
202005070017,4,33,160
202005070018,4,34,95
202005070020,4,34,92
202005070024,21,107,4
202005070026,15,86,147
202005070027,4,39,160
202005080001,3,24,4
202005080003,4,39,153
202005080007,1,12,92
202005080008,14,75,4
202005080009,4,36,4
202005080010,1,12,43
202005080011,14,67,229
202005080013,14,68,160
202005080013,2,18,160
202005080014,14,73,200
202005080015,4,34,160
202005080016,3,25,92
202005080018,7,45,98
202005080018,7,45,209
202005080018,14,76,113
202005080019,4,36,228
202005080020,14,67,60
202005090003,3,23,4
202005090004,16,90,14
202005090006,14,72,95
202005090008,13,64,95
202005090008,14,67,95
202005090009,14,83,95
202005090011,4,29,182
202005090012,14,75,146
202005090013,14,75,146
202005090014,14,75,146
202005090015,4,27,422
202005090017,14,67,45
202005100001,3,24,4
202005100001,17,94,4
202005100004,4,34,4
202005100008,7,47,422
202005100012,14,74,95
202005100013,14,69,95
202005100014,14,69,95
202005100015,14,69,95
202005100016,14,67,95
202005100017,4,34,200
202005100020,1,1,95
202005100021,1,1,95
202005100022,14,67,200
202005100027,22,109,92
202005100028,2,18,147
202005100028,4,34,147
202005100029,15,87,603
202005100031,15,85,4
202005100032,2,15,37
202005100032,4,34,37
202005100033,1,2,34
202005100034,14,76,229
202005100035,14,76,229
202005100036,4,27,4
202005110001,14,69,4
202005110002,4,34,4
202005110003,4,27,4
202005110004,14,76,4
202005110005,3,23,4
202005110008,16,90,217
202005110009,3,25,153
202005110009,14,67,153
202005110010,14,67,4
202005110010,2,20,4
202005110011,2,20,4
202005110011,14,67,4
202005110012,2,20,4
202005110012,14,67,4
202005110013,2,20,4
202005110013,14,67,4
202005110014,4,29,33
202005110016,14,72,95
202005110018,14,72,95
202005110021,19,99,137
202005110022,14,72,95
202005110023,14,72,95
202005110028,19,104,138
202005110029,14,67,160
202005110029,4,34,160
202005110030,3,25,4
202005110031,4,34,160
202005110032,14,74,229
202005110034,14,72,229
202005110035,3,24,182
202005110036,14,75,147
202005120001,12,62,422
202005120001,14,67,4
202005120001,3,25,4
202005120002,2,15,4
202005120002,14,78,4
202005120003,14,77,4
202005120004,3,23,4
202005120005,14,74,4
202005120008,16,90,144
202005120009,14,69,229
202005120010,14,73,153
202005120011,14,72,95
202005120012,4,36,95
202005120013,4,39,95
202005120014,4,34,95
202005120015,15,85,95
202005120017,4,34,200
202005120018,4,29,229
202005120020,2,15,92
202005120022,3,25,4
202005120023,3,24,97
202005120024,1,7,153
202005120027,14,72,147
202005120032,14,69,147
202005120034,3,22,45
202005120037,14,75,147
202005120038,14,75,147
202005130003,15,86,4
202005130004,3,25,4
202005130005,4,34,4
202005130005,3,25,4
202005130005,14,73,4
202005130006,3,24,4
202005130007,3,23,4
202005130008,4,35,4
202005130009,4,34,4
202005130011,14,78,4
202005130012,14,72,95
202005130013,14,67,95
202005130018,19,99,43
202005130018,14,73,43
202005130019,14,73,43
202005130020,14,71,138
202005130021,2,15,160
202005130022,10,56,30
202005130024,14,75,147
202005140001,3,23,4
202005140001,14,67,4
202005140003,3,24,4
202005140003,14,67,4
202005140004,4,27,4
202005140004,3,25,4
202005140004,14,67,4
202005140005,4,29,4
202005140006,4,35,4
202005140010,4,27,4
202005140010,14,67,4
202005140011,2,18,209
202005140013,4,27,147
202005140018,2,15,95
202005140019,2,15,160
202005140020,4,27,97
202005140021,14,84,153
202005140022,2,18,4
202005140025,3,25,200
202005140025,14,67,200
202005150003,3,25,4
202005150005,16,90,144
202005150006,16,90,144
202005150012,14,67,4
202005150014,14,72,95
202005150015,2,15,95
202005150016,14,67,4
202005150017,3,23,92
202005150018,4,29,92
202005150020,4,35,95
202005150021,15,87,94
202005150022,4,29,95
202005150023,4,27,155
202005150024,4,39,95
202005150026,14,74,153
202005150027,4,34,229
202005150027,3,25,229
202005150027,14,67,229
202005150028,14,73,229
202005150032,14,73,37
202005150033,14,68,33
202005150033,14,67,33
202005160003,3,22,4
202005160003,3,23,4
202005160004,4,27,4
202005160005,14,67,4
202005160007,16,90,603
202005160008,16,90,144
202005160009,16,90,144
202005160010,16,90,144
202005160011,14,75,229
202005160012,3,23,92
202005160016,14,72,95
202005160019,3,24,95
202005160020,3,24,95
202005160021,4,27,182
202005160021,4,34,422
202005160022,3,22,104
202005160024,10,56,130
202005160024,3,25,130
202005160026,3,22,104
202005160027,4,36,95
202005160028,14,75,138
202005160029,14,75,137
202005160032,14,75,228
202005160032,4,34,228
202005160033,4,34,228
202005170004,3,25,4
202005170005,4,35,4
202005170006,4,34,4
202005170008,3,25,4
202005170009,14,73,4
202005170010,14,65,229
202005170011,2,15,182
202005170016,14,67,60
202005170023,14,67,4
202005170024,14,77,233
202005170024,14,68,233
202005170025,14,76,233
202005170026,4,34,147
202005170026,14,75,147
202005170027,4,39,95
202005170028,14,72,95
202005170032,8,50,4
202005170040,17,94,200
202005170041,4,27,217
202005170041,1,6,217
202005170041,3,22,217
202005170042,14,77,19
202005180001,2,20,4
202005180003,14,73,4
202005180008,4,29,153
202005180008,14,73,153
202005180009,4,34,153
202005180010,4,29,153
202005180011,4,34,147
202005180011,1,7,147
202005180011,3,25,147
202005180013,19,99,137
202005180018,14,72,95
202005180020,4,29,95
202005180021,16,90,69
202005180022,16,90,69
202005180023,16,90,69
202005180024,3,25,78
202005180025,1,7,78
202005180026,1,7,78
202005180027,19,105,78
202005180028,1,3,78
202005180029,1,3,78
202005180030,1,7,78
202005180031,1,7,78
202005180032,1,7,78
202005180036,17,94,147
202005180036,14,67,147
202005180037,14,75,147
202005180037,14,77,147
202005180038,14,67,229
202005180039,4,36,95
202005180040,4,29,147
202005180042,17,94,200
202005180043,15,86,92
202005190002,15,86,4
202005190003,4,35,4
202005190004,15,86,4
202005190005,3,25,4
202005190005,14,74,4
202005190006,3,24,4
202005190007,4,27,4
202005190007,12,61,4
202005190007,3,25,4
202005190008,13,66,422
202005190009,9,51,228
202005190011,4,27,4
202005190011,14,67,4
202005190012,4,27,4
202005190012,14,67,4
202005190013,4,27,4
202005190013,14,67,4
202005190014,4,27,4
202005190014,14,67,4
202005190015,4,27,4
202005190015,14,67,4
202005190016,4,27,4
202005190016,14,67,4
202005190017,4,27,146
202005190023,19,99,147
202005190024,14,67,95
202005190026,21,107,95
202005190027,21,107,95
202005190028,21,107,95
202005190030,2,21,4
202005190031,4,29,160
202005190032,4,29,160
202005200001,3,25,4
202005200005,4,35,4
202005200006,4,39,92
202005200008,3,23,182
202005200009,14,75,123
202005200011,4,34,41
202005200011,7,47,422
202005200013,4,34,95
202005200016,14,73,92
202005200017,14,67,92
202005200018,15,86,217
202005200020,14,77,4
202005200021,14,73,97
202005200024,14,67,229
202005200027,14,75,147
202005200028,14,75,147
202005200029,14,75,147
202005200030,14,75,147
202005200031,14,75,147
202005200032,14,75,147
202005200033,14,75,147
202005200034,14,75,147
202005200035,14,75,147
202005200036,14,75,147
202005200037,14,75,147
202005200038,14,75,147
202005200039,14,75,147
202005200040,14,75,147
202005200041,14,75,147
202005200042,14,67,217
202005200043,15,86,92
202005200044,14,68,160
202005210001,3,23,4
202005210003,14,67,4
202005210005,3,24,92
202005210007,14,67,153
202005210008,7,47,422
202005210009,2,18,4
202005210011,4,27,217
202005210012,4,27,182
202005210017,14,77,45
202005220002,3,25,4
202005220003,16,90,14
202005220004,3,23,92
202005220008,4,29,33
202005220009,21,107,4
202005220010,1,1,95
202005220010,3,25,95
202005220011,3,24,95
202005220014,14,68,160
202005220015,16,88,75
202005220017,14,67,95
202005220022,14,75,147
202005230001,14,76,4
202005230003,16,90,161
202005230004,4,27,113
202005230005,4,34,33
202005230005,17,94,33
202005230008,14,72,95
202005230009,13,64,95
202005230011,3,24,95
202005230015,4,36,160
202005230017,3,25,153
202005230018,14,73,138
202005230019,2,18,93
202005230020,14,84,214
202005230030,14,67,45
202005240001,16,90,603
202005240002,14,75,137
202005240005,14,67,229
202005240005,4,34,229
202005240005,14,76,229
202005240007,14,78,182
202005240008,3,23,182
202005240009,3,25,4
202005240010,15,86,217
202005240011,2,18,153
202005240011,14,77,153
202005240011,14,67,153
202005240012,14,67,160
202005240013,1,10,143
202005240014,1,10,143
202005240015,14,76,160
202005240016,4,37,4
202005240017,3,22,33
202005250001,14,67,4
202005250004,16,90,161
202005250005,16,90,38
202005250006,16,90,142
202005250007,16,90,142
202005250008,14,73,4
202005250009,6,42,182
202005250013,3,25,4
202005250014,14,67,229
202005250019,4,27,182
202005250020,3,25,97
202005250023,4,35,153
202005250024,2,18,160
202005250025,14,84,183
202005250026,14,84,183
202005260001,4,29,4
202005260002,16,90,603
202005260004,4,34,37
202005260005,14,67,229
202005260006,4,29,182
202005260010,3,24,153
202005260014,14,77,153
202005260015,4,27,228
202005260018,15,86,217
202005260019,14,73,97
202005260020,3,25,228
202005260021,14,76,138
202005270001,3,25,4
202005270004,1,7,182
202005270004,1,6,182
202005270005,4,29,209
202005270009,4,36,95
202005270012,4,29,182
202005270013,14,67,182
202005270013,4,34,182
202005270015,1,3,78
202005270019,15,85,147
202005270020,3,24,209
202005270021,14,76,153
202005270025,3,22,92
202005270026,10,53,153
202005280001,2,18,4
202005280004,3,24,92
202005280006,4,35,182
202005280008,14,75,137
202005280009,14,72,123
202005280010,14,72,123
202005280011,14,72,123
202005280012,14,65,229
202005280012,7,47,422
202005280013,2,19,182
202005280015,3,25,182
202005280016,15,86,160
202005280016,14,76,160
202005280016,14,67,160
202005280017,2,15,92
202005280017,14,68,92
202005280018,2,18,182
202005280023,3,22,217
202005290004,14,67,4
202005290005,14,73,33
202005290005,17,94,33
202005290006,4,35,4
202005290013,14,79,95
202005290014,3,25,217
202005290016,2,20,4
202005290017,2,15,160
202005290019,14,67,147
202005290020,3,25,217
202005290021,3,22,138
202005290022,4,29,138
202005290023,14,73,95
202005290024,1,10,123
202005290029,3,22,217
202005300001,4,27,4
202005300001,14,77,4
202005300002,4,27,4
202005300002,14,76,4
202005300003,4,35,60
202005300004,10,55,4
202005300005,14,74,33
202005300006,14,73,33
202005300006,4,34,33
202005300007,4,27,4
202005300009,3,23,217
202005300010,14,83,217
202005300011,14,75,147
202005300012,14,67,200
202005300015,14,72,229
202005300017,2,15,69
202005300018,4,34,95
202005300021,3,25,217
202005310001,3,22,4
202005310002,3,25,4
202005310003,4,34,4
202005310003,14,76,4
202005310004,19,99,182
202005310007,4,34,4
202005310008,14,76,44
202005310010,14,77,147
202005310011,14,67,147
202005310012,1,9,160
202005310012,3,25,160
202005310013,1,12,92
202005310014,3,25,92
202005310015,14,75,228
202005310016,14,84,92
202005310017,14,65,146
202005310022,14,76,229
202005310023,14,75,147
202005310024,14,75,147
202005310025,14,75,147
202005310027,21,108,228
202005310029,14,76,200
202005310029,1,9,200
202005310030,14,76,200
202005310030,1,9,200
202005310031,14,76,200
202005310031,1,9,200
202005310032,13,64,200
202005310034,2,15,147
202005310034,14,84,147
202005310034,14,67,147
202005310035,10,55,59
202005310036,14,84,217
202005310038,14,83,217
202006010001,14,77,4
202006010003,3,22,93
202006010004,15,86,53
202006010005,4,35,95
202006010006,3,25,4
202006010007,3,22,78
202006010010,14,75,147
202006010011,14,75,147
202006010012,14,75,147
202006010013,14,75,147
202006010014,14,72,147
202006010015,1,9,95
202006010018,3,24,160
202006010019,14,75,229
202006010023,14,67,4
202006010024,4,34,37
202006010037,15,85,147
202006010038,3,22,217
202006010039,3,22,217
202006010040,14,81,217
202006010043,3,22,217
202006020001,3,25,4
202006020002,15,86,4
202006020003,14,73,4
202006020005,3,23,160
202006020006,10,53,228
202006020010,4,35,422
202006020011,1,9,200
202006020012,1,9,200
202006020013,1,9,200
202006020014,1,9,200
202006020016,15,86,217
202006020018,3,23,217
202006020019,3,23,217
202006020020,3,23,217
202006020021,4,34,123
202006020022,4,34,147
202006020022,3,25,147
202006020022,14,77,147
202006020025,1,10,92
202006020028,10,53,153
202006030001,14,73,4
202006030003,3,23,4
202006030004,17,94,4
202006030005,2,15,160
202006030006,4,29,95
202006030007,3,25,217
202006030010,14,67,137
202006030012,1,6,37
202006030012,4,34,37
202006030013,4,36,97
202006030015,14,75,147
202006030023,4,35,228
202006030026,1,5,92
202006040001,14,74,4
202006040002,17,94,4
202006040003,17,94,4
202006040003,4,27,4
202006040003,14,76,4
202006040005,3,25,4
202006040005,2,20,4
202006040005,4,34,4
202006040006,3,23,92
202006040006,14,68,92
202006040012,3,22,92
202006040026,14,73,183
202006040027,1,2,69
202006040028,19,99,228
202006050001,3,23,4
202006050003,3,23,4
202006050005,3,25,4
202006050006,4,39,95
202006050007,14,72,95
202006050008,4,34,160
202006050011,14,68,4
202006050011,14,67,4
202006050012,14,77,137
202006050018,14,75,37
202006050018,4,34,37
202006050019,14,67,200
202006050023,8,48,153
202006050024,4,35,4
202006050027,14,67,160
202006050027,4,34,160
202006050028,3,23,37
202006050029,3,22,75
202006050030,4,35,228
202006050031,4,34,228
202006060001,3,25,4
202006060005,3,24,4
202006060006,3,25,217
202006060007,14,68,92
202006060008,2,20,4
202006060009,2,20,4
202006060010,4,27,147
202006060011,21,107,160
202006060011,4,34,160
202006060012,14,67,200
202006060014,14,75,147
202006060015,4,34,147
202006060015,14,75,147
202006060016,4,34,147
202006060016,14,75,147
202006060017,3,24,4
202006060019,4,35,422
202006060020,3,25,182
202006060021,3,25,182
202006060023,15,86,92
202006060025,14,67,45
202006070007,1,12,92
202006070008,14,83,182
202006070009,14,83,182
202006070010,4,34,33
202006070012,1,12,92
202006070013,3,25,160
202006080001,16,90,144
202006080002,16,90,144
202006080003,2,15,92
202006080004,1,12,209
202006080005,6,44,95
202006080006,4,34,45
202006080009,4,34,200
202006080010,4,34,200
202006080011,3,23,153
202006080012,3,22,92
202006080013,2,15,160
202006080014,14,73,4
202006080015,10,55,107
202006080016,4,34,422
202006080016,14,67,182
202006080017,1,3,95
202006080019,3,25,92
202006080020,14,67,4
202006080022,2,15,93
202006080023,4,34,160
202006080025,2,15,45
202006090001,16,90,144
202006090002,2,15,4
202006090004,3,23,4
202006090005,2,18,4
202006090005,17,94,4
202006090006,3,25,4
202006090006,14,67,4
202006090007,2,15,203
202006090008,14,67,147
202006090009,14,113,92
202006090012,3,23,4
202006090013,3,23,4
202006090014,14,73,4
202006090015,4,29,214
202006090016,4,35,92
202006090019,4,27,41
202006090021,14,73,147
202006090025,14,67,160
202006100001,14,67,4
202006100002,4,29,92
202006100003,13,66,422
202006100005,4,39,153
202006100006,4,27,153
202006100007,4,35,153
202006100009,10,56,200
202006100011,3,22,217
202006100012,1,2,182
202006100013,14,68,4
202006100014,14,65,138
202006100015,16,90,26
202006100016,3,22,92
202006100017,14,83,75
202006100019,14,76,153
202006100021,17,94,200
202006100022,14,84,92
202006100022,14,67,92
202006100023,3,25,153
202006100024,15,86,603
202006100028,10,55,30
202006110002,14,73,4
202006110003,4,35,4
202006110006,4,27,99
202006110007,4,27,99
202006110008,14,67,137
202006110010,1,12,92
202006110011,2,18,92
202006110015,1,9,155
202006110021,3,25,4
202006110028,17,94,228
202006110030,10,56,130
202006120001,14,75,4
202006120003,2,18,4
202006120006,15,86,4
202006120007,17,93,4
202006120007,14,67,4
202006120008,14,74,153
202006120009,2,15,95
202006120010,4,36,4
202006120012,3,23,92
202006120013,3,23,92
202006120014,4,34,153
202006120015,4,27,153
202006120017,14,75,228
202006120023,14,75,4
202006120023,4,34,4
202006120027,15,85,603
202006130001,15,85,4
202006130001,14,67,4
202006130002,14,67,4
202006130004,4,29,92
202006130005,7,47,422
202006130006,3,22,147
202006130007,14,74,147
202006130008,1,7,147
202006130009,7,47,422
202006130009,4,34,147
202006130009,14,67,147
202006130010,14,67,147
202006130010,14,73,147
202006130011,4,27,422
202006130012,3,22,160
202006130014,17,94,4
202006130022,3,25,138
202006130023,1,9,155
202006130024,1,9,155
202006130025,14,75,228
202006130029,14,72,160
202006130046,10,53,1003
202006140001,3,23,4
202006140002,14,67,4
202006140006,14,73,4
202006140009,4,29,123
202006140011,14,71,95
202006140011,3,25,95
202006140012,14,73,95
202006140013,9,52,95
202006140017,14,75,137
202006140020,16,90,104
202006140020,3,25,104
202006140021,14,72,155
202006140026,14,65,195
202006150001,3,22,4
202006150002,14,73,4
202006150008,3,23,4
202006150010,14,76,4
202006150011,17,94,4
202006150011,4,27,4
202006150011,14,76,4
202006150012,17,94,4
202006150012,4,27,4
202006150012,14,76,4
202006150013,17,94,4
202006150013,4,27,4
202006150013,14,76,4
202006150014,3,22,4
202006150017,3,23,4
202006150018,2,15,200
202006150019,6,44,95
202006150021,3,25,160
202006150024,15,86,167
202006150031,1,12,160
202006150033,14,75,228
202006150034,16,90,26
202006150035,16,90,26
202006150036,16,90,26
202006150037,16,90,26
202006150038,16,90,26
202006150039,16,90,26
202006150041,14,76,4
202006150043,14,75,229
202006150044,14,75,229
202006150045,14,75,229
202006150046,14,76,228
202006150048,14,67,4
202006150049,14,77,45
202006150050,14,67,37
202006160002,14,67,137
202006160007,4,34,95
202006160009,2,15,160
202006160016,4,29,229
202006160016,14,67,229
202006160018,14,67,228
202006160019,4,29,209
202006160019,4,29,167
202006160020,14,67,233
202006160022,14,77,45
202006170001,14,73,4
202006170002,4,27,4
202006170002,3,22,4
202006170005,2,20,4
202006170008,14,67,4
202006170009,1,12,209
202006170013,14,76,229
202006170013,14,67,229
202006170015,2,21,123
202006170015,14,67,123
202006170019,4,29,95
202006170027,4,34,95
202006170028,1,7,95
202006170029,14,73,95
202006180001,15,87,4
202006180003,3,25,4
202006180008,13,66,422
202006180009,14,69,4
202006180010,4,35,182
202006180010,14,73,182
202006180011,2,15,160
202006180012,2,15,160
202006180013,4,39,160
202006180014,14,76,229
202006180014,14,67,229
202006180018,3,25,153
202006180020,14,76,43
202006180021,1,12,43
202006180025,4,39,160
202006180026,10,54,160
202006180029,14,65,137
202006180030,1,7,75
202006180030,14,73,75
202006190001,15,85,4
202006190002,10,56,4
202006190002,14,67,4
202006190005,14,73,4
202006190006,2,21,153
202006190006,4,39,153
202006190006,14,67,153
202006190013,4,39,153
202006190013,14,67,153
202006190014,8,49,153
202006190017,14,72,160
202006190018,19,99,43
202006190018,14,73,43
202006190019,14,73,43
202006190020,2,18,43
202006200001,3,23,4
202006200003,3,23,4
202006200003,14,67,4
202006200005,14,75,147
202006200006,14,75,147
202006200007,14,75,147
202006200008,4,34,229
202006200009,4,34,182
202006200009,14,67,182
202006200010,14,67,182
202006200010,4,34,182
202006200014,14,67,603
202006200014,14,68,217
202006200015,14,68,228
202006200016,2,15,160
202006200017,14,83,214
202006200018,2,15,160
202006200019,1,10,160
202006200021,14,67,229
202006200022,14,77,92
202006200022,3,23,92
202006200023,4,34,6
202006200024,4,33,214
202006200025,19,100,214
202006200027,14,71,217
202006200028,17,94,228
202006200029,14,73,228
202006200030,1,12,43
202006200031,14,84,92
202006200036,4,35,153
202006200039,4,34,229
202006200042,4,29,95
202006210001,16,90,142
202006210004,14,67,4
202006210006,1,7,4
202006210006,3,24,4
202006210008,4,35,153
202006210009,3,25,153
202006210010,14,77,153
202006210014,4,36,182
202006210015,2,18,4
202006210017,14,84,95
202006210018,4,27,37
202006210019,4,27,37
202006210026,4,36,4
202006210027,14,67,200
202006210029,3,25,92
202006210032,2,18,4
202006220003,2,18,4
202006220005,7,47,422
202006220006,3,25,153
202006220006,14,68,153
202006220009,2,15,160
202006220010,6,44,95
202006220011,2,18,160
202006220012,16,90,603
202006220013,3,22,92
202006220015,3,25,4
202006220016,3,25,138
202006220016,14,67,138
202006220017,16,90,43
202006220022,12,62,422
202006230001,14,75,4
202006230001,14,76,4
202006230001,14,77,4
202006230003,2,14,4
202006230005,14,73,4
202006230005,4,34,4
202006230009,3,25,4
202006230011,3,25,26
202006230013,4,27,209
202006230013,4,34,182
202006230013,14,67,182
202006230014,4,29,209
202006230015,4,27,4
202006230015,3,22,4
202006230023,2,18,213
202006230024,14,67,229
202006230027,4,35,200
202006230028,3,23,92
202006230029,1,12,4
202006230031,1,7,95
202006240001,3,23,4
202006240002,3,23,4
202006240011,12,62,422
202006240015,4,27,4
202006240016,4,35,4
202006240017,3,25,160
202006240018,2,15,160
202006240021,1,10,229
202006240021,3,25,229
202006240022,14,73,43
202006240024,1,7,104
202006240025,1,12,92
202006240030,4,34,4
202006240030,17,94,4
202006240032,3,25,200
202006240033,12,62,422
202006240034,12,61,45
202006250003,14,77,153
202006250006,19,99,43
202006250007,1,5,209
202006250008,2,15,160
